id,name,year,platform,publisher,genre
1343,UFC Undisputed 2010,2010,6,29,10
1344,NBA Live 06 (Weekly american sales),2005,7,8,1
1345,The Legend of Zelda: The Minish Cap,2004,9,1,9
1346,NFL Street,2004,7,8,1
1347,Sonic Generations,2011,5,9,2
1348,Super Metroid,1994,8,1,9
1349,Pro Yakyuu Family Stadium '87,1987,2,26,1
1350,Dead Space,2008,5,8,9
1351,Resident Evil (Remake),2002,19,13,9
1352,Inazuma Eleven 2,2009,4,1,4
1353,Tomb Raider (2013),2014,11,17,9
1354,LEGO Star Wars II: The Original Trilogy,2006,17,18,9
1355,Toy Story 3: The Video Game,2010,1,32,9
1356,Fight Night Round 4,2009,5,8,10
1357,LEGO Star Wars: The Video Game,2005,19,22,9
1358,Injustice: Gods Among Us,2013,5,20,10
1359,Madden NFL 15,2014,6,8,1
1360,Disney's The Lion King,1994,21,19,2
1361,Ridge Racer,2004,17,4,3
1362,Metroid: Other M,2010,1,1,9
1363,Knockout Kings 2000,1999,13,8,10
1364,Gran Turismo 4 Prologue,2003,7,4,3
1365,Twisted Metal: Black,2001,7,4,3
1366,NASCAR 2005: Chase for the Cup,2004,7,8,3
1367,Call of Duty: Black Ops,2010,1,5,7
1368,Spider-Man: The Movie,2002,14,5,9
1369,Need For Speed: Undercover,2008,7,8,3
1370,2Xtreme,1996,13,4,1
1371,Far Cry 2,2008,6,6,9
1372,Sonic Advance 3,2004,9,29,2
1373,Final Fantasy III,1990,2,10,4
1374,Battlefield 4,2013,15,8,7
1375,Colin McRae Rally 3,2002,7,36,3
1376,Madden NFL 2002,2001,13,8,1
1377,Doom (2016),2016,11,7,7
1378,Final Fantasy XII: Revenant Wings,2007,4,17,4
1379,Bakugan: Battle Brawlers,2009,4,5,9
1380,Deus Ex: Human Revolution,2011,6,17,7
1381,NBA Jam,1994,8,31,1
1382,Teenage Mutant Ninja Turtles III: The Manhattan Project,1991,2,15,9
1383,Dynasty Warriors 5,2005,7,49,9
1384,Hannah Montana: Spotlight World Tour,2007,1,32,9
1385,WWE '13,2012,6,29,9
1386,Deus Ex: Human Revolution,2011,5,17,7
1387,True Crime: Streets of LA,2003,14,5,9
1388,The Sims 2,2005,17,8,8
1389,Paper Mario,2000,12,1,4
1390,Bravely Default: Flying Fairy,2012,10,1,4
1391,Titanfall,2014,5,8,7
1392,Duke Nukem: Time to Kill,1998,13,3,7
1393,Persona 4: Golden,2012,23,72,4
1394,Dead Rising 2,2010,6,13,9
1395,Hasbro Family Game Night 2,2009,1,8,6
1396,Disney Princess: Enchanted Journey,2007,1,32,11
1397,Gardening Mama,2009,4,12,5
1398,Dave Mirra Freestyle BMX 2,2001,7,31,1
1399,Need for Speed: The Run,2011,5,8,9
1400,LEGO Indiana Jones: The Original Adventures,2008,7,18,9
1401,Assassin's Creed: Rogue,2014,6,6,9
1402,Ridge Racer 7,2006,6,26,3
1403,A Collection of Activision Classic Games for the Atari 2600,1998,13,5,6
1404,Forza Horizon 2,2014,18,2,3
1405,MotorStorm: Pacific Rift,2008,6,4,3
1406,Sonic Colors,2010,4,9,2
1407,Star Wars Knights of the Old Republic II: The Sith Lords,2004,14,5,4
1408,LEGO Harry Potter: Years 1-4,2010,6,20,9
1409,Pocket Monsters Stadium,1998,12,1,12
1410,NBA 2K15,2014,6,3,1
1411,Tom Clancy's Ghost Recon 2,2004,14,6,7
1412,Crash Bandicoot 2: N-Tranced,2003,9,24,2
1413,Burnout Paradise,2008,5,8,3
1414,SingStar Abba,2008,7,4,6
1415,Gradius,1986,2,15,7
1416,Dragon Quest III: Soshite Densetsu e...,1996,8,25,4
1417,Centipede,1981,16,11,7
1418,Yoshi's New Island,2014,10,1,2
1419,Ryse: Son of Rome,2013,18,2,9
1420,Dead to Rights,2002,7,8,7
1421,Marvel vs. Capcom 3: Fate of Two Worlds,2011,6,13,10
1422,Dance Dance Revolution (Japan),1999,13,15,8
1423,F1 2010,2010,6,36,3
1424,Madden NFL 98,1997,13,8,1
1425,FIFA Soccer 09,2008,17,8,1
1426,Namco Museum DS,2007,4,11,6
1427,FIFA Soccer 08,2007,17,8,1
1428,Grand Theft Auto: Chinatown Wars,2009,4,3,9
1429,Alan Wake,2010,5,2,9
1430,Battlefield: Bad Company,2008,6,8,7
1431,Mortal Kombat X,2015,18,20,10
1432,Samurai Warriors,2004,7,8,9
1433,The Simpsons: Hit & Run,2003,14,24,3
1434,Devil May Cry 4,2008,5,13,9
1435,Tom Clancy's Rainbow Six: Vegas 2,2008,6,6,7
1436,Monster Hunter Freedom,2005,17,13,4
1437,Crysis 2,2011,5,8,9
1438,SaGa Frontier,1997,13,10,4
1439,SingStar Party,2004,7,4,6
1440,FIFA Soccer 08,2007,5,8,1
1441,The ICO & Shadow of the Colossus Collection,2011,6,4,11
1442,Test Drive,2002,7,11,3
1443,Mario & Luigi: Partners in Time,2005,4,1,4
1444,Lost Planet: Extreme Condition,2006,5,13,7
1445,Mortal Kombat 3,1994,21,31,10
1446,Doom 3,2005,14,5,7
1447,Donkey Kong Jungle Beat,2004,19,1,2
1448,Need for Speed Carbon,2006,7,8,3
1449,Max Payne 2: The Fall of Max Payne,2003,7,3,7
1450,Command & Conquer: Red Alert 2,2000,15,8,12
1451,MVP Baseball 2004,2004,7,8,1
1452,WWE SmackDown vs Raw 2008,2007,6,29,10
1453,Ratchet & Clank: Up Your Arsenal (Weekly american sales),2004,7,4,2
1454,Your Shape: Fitness Evolved,2010,5,6,1
1455,Rage,2011,6,7,7
1456,Skylanders SWAP Force,2013,5,5,2
1457,NBA 2K14,2013,11,3,1
1458,Spider-Man: The Movie,2002,9,5,9
1459,WWF War Zone,1998,12,31,10
1460,Tony Hawk's Pro Skater,2000,3,5,1
1461,The Sims: Bustin' Out,2003,9,8,8
1462,Triple Play 2001,2000,13,8,1
1463,Metroid Prime 2: Echoes,2004,19,1,7
1464,UFC Undisputed 2010,2010,5,29,10
1465,Final Fantasy X / X-2 HD Remaster,2013,6,17,4
1466,Corvette,2004,7,73,3
1467,Petz Wild Animals: Dolphinz,2007,4,6,8
1468,Pokemon Ranger: Guardian Signs,2010,4,1,4
1469,Middle-Earth: Shadow of Mordor,2014,18,20,9
1470,Need for Speed Underground Rivals,2005,17,8,3
1471,LEGO Batman: The Videogame,2008,6,20,9
1472,Dark Souls II,2014,6,26,4
1473,World of Warcraft: Wrath of the Lich King,2008,15,5,4
1474,Kingdom Hearts II,2014,6,17,4
1475,The LEGO Movie Videogame,2014,5,20,9
1476,TOCA 2: Touring Cars,1998,13,36,3
1477,Gyromite,1985,2,1,5
1478,NFL 2K3,2002,7,11,1
1479,10 Force,1997,13,22,10
1480,Mega Man Battle Network 4: Red Sun / Blue Moon,2003,9,13,4
1481,MAG: Massive Action Game,2010,6,4,7
1482,Madden NFL 97,1996,13,8,1
1483,Cars 2,2011,4,32,3
1484,Skylanders Giants,2012,5,5,9
1485,TNN Motor Sports Hardcore 4x4,1996,13,74,3
1486,IHRA Drag Racing 2,2002,7,7,3
1487,The Beatles: Rock Band,2009,5,32,6
1488,Tekken 6,2009,5,26,10
1489,[Prototype],2009,5,5,9
1490,Deal or No Deal,2009,1,75,6
1491,Madagascar,2005,7,5,2
1492,Rugrats Studio Tour,1999,13,29,11
1493,LEGO Battles,2009,4,20,12
1494,Pitfall II: Lost Caverns,1983,16,5,2
1495,Turok: Evolution,2002,7,31,7
1496,High School Musical 3: Senior Year DANCE!,2008,1,32,6
1497,Gold's Gym: Cardio Workout,2008,1,6,1
1498,Burnout 3: Takedown,2004,14,8,3
1499,Yu-Gi-Oh! The Sacred Cards,2002,9,15,4
1500,Crysis 2,2011,6,8,9
1501,NBA Live 07,2006,7,8,1
1502,Saints Row IV,2013,6,42,9
1503,SingStar '80s,2005,7,4,6
1504,EA Playground,2007,1,8,1
1505,Test Drive 5,1997,13,76,3
1506,Romancing SaGa 3,1995,8,10,4
1507,EA Sports Active 2,2010,1,8,1
1508,Digimon World,1999,13,26,4
1509,Rise of the Tomb Raider,2015,18,17,11
1510,Need for Speed Carbon,2006,1,8,3
1511,Yoshi's Woolly World,2015,20,1,2
1512,Mega Man Battle Network 3 Blue / White Version,2002,9,13,4
1513,FIFA Street,2012,6,8,1
1514,Resident Evil Zero,2002,19,13,9
1515,Need for Speed: Most Wanted,2005,5,8,3
1516,Tom Clancy's Rainbow Six: Siege,2015,18,6,7
1517,Pirates of the Caribbean: The Curse of the Black Pearl,2003,9,73,2
1518,Transformers,2004,7,11,7
1519,Guitar Hero: Aerosmith,2008,1,5,6
1520,Mystery Case Files: MillionHeir,2008,4,1,11
1521,Valkyria Chronicles,2008,6,9,4
1522,Midnight Club 3: DUB Edition (America weekly sales),2005,7,3,3
1523,Champions of Norrath,2004,7,77,4
1524,Watch Dogs,2014,5,6,9
1525,Imagine: Wedding Designer,2008,4,6,8
1526,Metal Gear Solid V: Ground Zeroes,2014,11,15,9
1527,Yakuman,1989,3,1,6
1528,Assassin's Creed Syndicate,2015,18,6,9
1529,Army Men 3D,1999,13,29,9
1530,WWE '13,2012,5,29,9
1531,Twisted Metal 4,1999,13,43,3
1532,Manhunt,2003,7,3,9
1533,Kid Icarus: Uprising,2012,10,1,9
1534,Silent Hill 2,2001,7,15,9
1535,Tomb Raider: Underworld,2008,6,22,9
1536,Castlevania: Symphony of the Night,1997,13,15,2
1537,The Sims 2: Nightlife,2005,15,8,8
1538,LEGO Batman: The Videogame,2008,7,20,9
1539,Road Rash,1995,13,8,3
1540,Pokemon Mystery Dungeon: Gates to Infinity,2012,10,1,4
1541,Atlantis,1981,16,48,7
1542,NBA 2K9,2008,5,3,1
1543,WWE '12,2011,5,29,10
1544,Tony Hawk's Underground,2003,14,5,1
1545,Hogan's Alley,1984,2,1,7
1546,The Elder Scrolls Online,2015,18,7,4
1547,Jillian Michaels' Fitness Ultimatum 2009,2008,1,42,1
1548,.hack//Infection Part 1,2002,7,11,4
1549,Rockstar Games presents Table Tennis,2007,1,3,1
1550,Sonic Adventure DX: Director's Cut,2003,19,9,2
1551,Jet Li: Rise to Honor,2004,7,4,9
1552,Battle Arena Toshinden,1994,13,4,10
1553,Yokai Watch 3,2016,10,38,9
1554,Kung Fu Panda,2008,4,5,9
1555,Tamagotchi Connection: Corner Shop,2005,4,11,8
1556,Football Manager 2011,2010,15,9,1
1557,Devil Dice,1998,13,29,5
1558,Final Fantasy IV,2007,4,17,8
1559,Hyrule Warriors,2014,20,1,9
1560,Need for Speed Carbon,2006,6,8,3
1561,Championship Manager 03/04,2003,15,22,1
1562,Brian Lara Cricket,1998,13,36,1
1563,Ratatouille,2007,4,29,9
1564,Wheel of Fortune,1998,13,28,6
1565,LEGO The Lord of the Rings,2012,5,20,9
1566,Winter Sports: The Ultimate Challenge,2007,1,79,1
1567,SOCOM: U.S. Navy SEALs Confrontation,2008,6,4,7
1568,NBA Live 2001,2000,13,8,1
1569,Star Wars: The Force Unleashed,2008,7,18,9
1570,Tom Clancy's Rainbow Six: Vegas,2007,6,6,7
1571,Dragon Ball: Daimaou Fukkatsu,1988,2,26,4
1572,Gegege no Kitarou 2: Youkai Gundan no Chousen,1987,2,26,4
1573,Reel Fishing,1996,13,80,1
1574,Injustice: Gods Among Us,2013,6,20,10
1575,Pokemon XD: Gale of Darkness,2005,19,1,4
1576,Black,2006,7,8,7
1577,RollerCoaster Tycoon 2,2002,15,11,12
1578,Lara Croft Tomb Raider: The Angel of Darkness,2003,7,22,9
1579,Tom Clancy's Splinter Cell: Pandora Tomorrow,2004,7,6,9
1580,Road Rash 3D,1998,13,8,3
1581,Ratchet: Deadlocked,2005,7,4,7
1582,Baldur's Gate: Dark Alliance,2001,7,19,4
1583,Transformers: Autobots / Decepticons,2007,4,5,9
1584,Tales of Xillia,2011,6,26,4
1585,Diddy Kong Racing DS,2007,4,1,3
1586,[Prototype],2009,6,5,9
1587,Assassin's Creed: Bloodlines,2009,17,6,9
1588,Oddworld: Abe's Oddysee,1997,13,14,2
1589,The Witcher 3: Wild Hunt,2015,18,26,4
1590,Ridge Racer V,2000,7,26,9
1591,WWE SmackDown vs. Raw 2009,2008,7,29,10
1592,Tetris 2 (All region sales),1992,3,1,5
1593,Star Wars Episode III: Revenge of the Sith,2005,14,5,9
1594,Ben 10: Protector of Earth,2007,1,59,9
1595,Frogger: The Great Quest,2001,7,15,2
1596,2010 FIFA World Cup South Africa,2010,6,8,1
1597,Ninja Gaiden,2004,14,2,9
1598,Crash Bandicoot: The Wrath of Cortex,2002,14,21,2
1599,Driv3r,2004,7,11,3
1600,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,2003,13,4,6
1601,Farming Simulator 2015,2014,15,81,8
1602,Guitar Hero: Aerosmith,2008,5,5,6
1603,Medal of Honor: Airborne,2007,6,8,7
1604,Kirby Tilt 'n' Tumble,2000,3,1,5
1605,SpongeBob SquarePants: Battle for Bikini Bottom,2003,9,29,2
1606,Vigilante 8,1998,13,5,3
1607,Castlevania,1986,2,15,2
1608,Donkey Kong Country 2,2004,9,1,2
1609,Bayonetta,2009,6,9,9
1610,WarioWare, Inc.: Mega MicroGame$,2003,9,1,5
1611,Star Wars: Battlefront II,2005,17,18,7
1612,Madden NFL 17,2016,11,8,1
1613,Boom Blox,2008,1,8,5
1614,Fallout 4,2015,15,7,4
1615,The Sims 2: Castaway,2007,1,8,8
1616,LEGO Batman 2: DC Super Heroes,2012,6,20,9
1617,Naruto Shippuden: Ultimate Ninja Storm 2,2010,6,26,10
1618,Mario Power Tennis,2004,19,1,1
1619,Intelligent Qube,1997,13,4,5
1620,Game & Watch Gallery 2,1997,3,1,6
1621,Game & Watch Gallery 3,1999,3,1,6
1622,Pac-Man,1984,2,26,5
1623,Parfait: Chocolat Second Style,2006,7,82,11
1624,F1 2011,2011,6,36,3
1625,Cars,2006,17,29,3
1626,NBA Live 99,1997,13,8,1
1627,Chocobo no Fushigi Dungeon,1997,13,10,4
1628,Golden Sun: The Lost Age,2002,9,1,4
1629,SimCity 2000,1996,13,47,8
1630,Max Payne,2001,14,3,7
1631,WCW Mayhem,1998,13,8,10
1632,NBA 2K2,2002,7,9,1
1633,Super Street Fighter IV: 3D Edition,2011,10,13,10
1634,Cars,2006,7,29,3
1635,Fuzion Frenzy,2001,14,2,6
1636,Call of Duty: Finest Hour,2004,14,5,7
1637,FIFA Soccer 11,2010,17,8,1
1638,Sly Cooper and the Thievius Raccoonus,2002,7,4,2
1639,LEGO Indiana Jones 2: The Adventure Continues,2009,4,5,9
1640,The Magical Quest starring Mickey Mouse,1992,8,13,2
1641,Dragon Quest IV: Michibikareshi Monotachi,2001,13,25,4
1642,Star Wars Episode 1: Jedi Power Battles,1999,13,18,9
1643,Dino Crisis 2,2000,13,19,9
1644,Need for Speed Underground,2003,19,8,3
1645,Test Drive 4,1997,13,8,3
1646,FIFA Soccer 07,2006,17,8,1
1647,World Soccer Winning Eleven 9 (JP & Others sales),2005,17,15,1
1648,The Lord of the Rings: The Fellowship of the Ring,2002,7,83,9
1649,LEGO Star Wars III: The Clone Wars,2011,6,18,9
1650,ATV Offroad Fury 3,2004,7,84,3
1651,Pikmin 2,2004,19,1,12
1652,Just Dance 2016,2015,1,6,6
1653,Disney Sing It,2008,1,32,6
1654,Battlefield: Hardline,2015,18,8,7
1655,WWE 2K16,2015,11,3,1
1656,Dragon Ball Z: La Legende Saien,1993,8,26,10
1657,TwinBee,1986,2,15,7
1658,Ganbare Goemon! Karakuri Douchuu,1986,2,15,2
1659,NFL 2K,1999,22,9,1
1660,SolarStriker,1989,3,1,7
1661,Enter the Matrix,2003,14,11,9
1662,NHL 2002,2001,7,8,1
1663,Mario vs. Donkey Kong 2: March of the Minis,2006,4,1,5
1664,PokéPark Wii: Pikachu's Adventure,2009,1,1,11
1665,One Piece: Pirate Warriors,2012,6,26,9
1666,WWE 2K14,2013,6,3,1
1667,Metal Gear Solid: Portable Ops,2006,17,15,9
1668,Nuclear Strike,1997,13,8,8
1669,Captain Toad: Treasure Tracker,2014,20,1,5
1670,WWE SmackDown vs Raw 2008,2007,17,29,10
1671,The Simpsons: Road Rage,2003,9,29,3
1672,Pro Evolution Soccer 2008,2008,1,15,1
1673,SpongeBob SquarePants: Revenge of the Flying Dutchman,2002,9,29,2
1674,Mario & Sonic at the London 2012 Olympic Games,2012,10,9,1
1675,Scarface: The World is Yours,2006,7,24,9
1676,Kobe Bryant in NBA Courtside,1998,12,1,1
1677,Disney's Chip 'n Dale: Rescue Rangers,1990,2,13,2
1678,The Dukes of Hazzard: Racing for Home,1999,13,6,3
1679,FIFA 14,2013,18,8,1
1680,Spider-Man: The Movie,2002,19,5,9
1681,Final Fantasy I & II: Dawn of Souls,2004,9,1,4
1682,NBA 2K17,2016,11,3,1
1683,Pokemon Super Mystery Dungeon,2015,10,1,4
1684,Just Dance 4,2012,5,6,6
1685,Metal Gear Solid VR Missions,1999,13,15,11
1686,Pole Position,1982,16,11,3
1687,Resident Evil: Operation Raccoon City,2012,6,13,9
1688,LEGO Indiana Jones: The Original Adventures,2008,17,18,9
1689,Pro Yakyuu Family Stadium '88,1988,2,26,1
1690,Shenmue,1999,22,9,11
1691,Mario Tennis,2000,3,1,1
1692,Tony Hawk's Pro Skater 2,2001,9,5,1
1693,WWE '12,2011,6,29,10
1694,WWE SmackDown vs. Raw 2010,2009,6,29,10
1695,Plants vs. Zombies,2011,4,85,12
1696,Sonic the Hedgehog,2006,6,9,2
1697,Super Ghouls 'n Ghosts,1991,8,13,2
1698,Spore,2008,15,8,12
1699,Soviet Strike,1996,13,8,8
1700,Your Shape: Fitness Evolved 2012,2011,5,6,1
1701,Army of Two,2008,6,8,7
1702,Gun,2005,7,5,7
1703,Ty the Tasmanian Tiger,2002,7,8,2
1704,Wario Land: Shake It!,2008,1,1,2
1705,Sonic Rush Adventure,2007,4,9,2
1706,Medal of Honor: Warfighter,2012,5,8,9
1707,Mega Man 3,1990,2,13,2
1708,Ratchet & Clank (2016),2016,11,4,2
1709,Mission: Impossible,1997,12,86,9
1710,Romancing SaGa 2,1993,8,10,4
1711,Cabela's Dangerous Hunts,2003,7,87,1
1712,Cool Boarders 4,1998,13,43,1
1713,Rage Racer,1996,13,4,3
1714,Medal of Honor: Rising Sun,2003,14,8,7
1715,Football Manager 2013,2012,15,9,1
1716,Destruction Derby 2,1996,13,88,3
1717,Mirror's Edge,2008,5,8,2
1718,Destiny: The Taken King,2015,18,5,7
1719,Mario vs. Donkey Kong,2004,9,1,5
1720,007: Quantum of Solace,2008,6,5,9
1721,EA Sports Active: More Workouts,2009,1,8,1
1722,Fallout: New Vegas,2010,15,7,4
1723,Need for Speed: Most Wanted,2012,23,8,3
1724,Final Fantasy Tactics: The War of the Lions,2007,17,17,4
1725,Midnight Club 3: DUB Edition Remix,2006,7,3,3
1726,Tom Clancy's Ghost Recon: Jungle Storm,2004,7,6,7
1727,SingStar,2007,6,4,6
1728,Bushido Blade,1997,13,4,10
1729,LEGO Star Wars III: The Clone Wars,2011,4,18,9
1730,NASCAR Thunder 2002,2001,7,8,3
1731,Jet Force Gemini,1999,12,1,7
1732,Mega Man X,1993,8,13,2
1733,Yu-Gi-Oh! The Sacred Cards (American and Others sales),2002,9,15,4
1734,Sega Rally Championship,1995,24,9,3
1735,Test Drive: Off Road,1997,13,22,3
1736,Medal of Honor Heroes 2,2007,17,8,7
1737,Sniper: Ghost Warrior,2010,5,89,7
1738,Rocksmith,2011,6,6,6
1739,LEGO Star Wars: The Video Game,2005,14,22,9
1740,FIFA Soccer 10,2009,17,8,1
1741,Plants vs. Zombies: Garden Warfare,2014,5,8,7
1742,Worldwide Soccer Manager 2009,2008,15,9,8
1743,Omerta: City of Gangsters,2011,6,15,8
1744,Gauntlet: Dark Legacy,2001,7,40,9
1745,Ninja Gaiden Sigma,2007,6,22,9
1746,Bad Boys: Miami Takedown,2004,7,90,7
1747,Kaboom!,1980,16,5,6
1748,Red Dead Redemption: Undead Nightmare,2010,6,3,9
1749,Sonic and the Black Knight,2009,1,9,2
1750,Call of Duty 4: Modern Warfare,2007,15,5,7
1751,Qix,1990,3,1,5
1752,Derby Stallion III,1995,8,51,1
1753,Doraemon,1986,2,69,9
1754,High School Musical 2: Work This Out!,2008,4,32,6
1755,Ratchet & Clank: All 4 One,2011,6,4,2
1756,Donkey Konga,2003,19,1,6
1757,Fight Night Champion,2011,6,8,10
1758,Dragon Quest I & II,1993,8,25,4
1759,Tak and the Power of Juju,2003,7,29,2
1760,Asteroids,1998,13,91,7
1761,Puyo Puyo Sun Ketteiban,1997,13,92,5
1762,Pokemon Rumble Blast,2011,10,1,9
1763,9 Bass,2000,13,3,9
1764,Tenchu: Wrath of Heaven,2003,7,5,9
1765,Shadow of the Colossus,2005,7,4,9
1766,Brave Fencer Musashi,1998,13,10,4
1767,Hot Shots Golf: Out of Bounds,2007,6,4,1
1768,Dance Dance Revolution Extreme 2,2005,7,15,8
1769,Mirror's Edge,2008,6,8,2
1770,Rabbids Go Home,2009,1,6,2
1771,South Park,1998,12,31,7
1772,Commando,1986,2,13,9
1773,Pilotwings,1990,8,1,8
1774,Resident Evil - Code: Veronica,2000,22,22,9
1775,Super R.C. Pro-Am,1991,3,1,3
1776,The Lord of the Rings: The Return of the King,2003,14,8,9
1777,LEGO Star Wars: The Video Game,2005,9,22,9
1778,Royal Palace of White Sword and The City of Gentiles,2005,7,3,4
1779,Guitar Hero 5,2009,5,5,6
1780,Mobile Suit Gundam: Federation vs. Zeon,2001,7,11,8
1781,Need for Speed Underground 2,2004,19,8,3
1782,MechAssault,2002,14,2,8
1783,ModNation Racers,2010,6,4,3
1784,LEGO Star Wars III: The Clone Wars,2011,10,18,9
1785,Derby Stallion 99,1999,13,51,1
1786,Cars,2006,9,29,3
1787,Fantasy Life,2012,10,1,4
1788,Tom Clancy's Rainbow Six 3: Black Arrow,2004,14,6,7
1789,WWE 2K15,2014,11,3,1
1790,Donkey Kong,1983,2,1,2
1791,Jampack Winter '98,1998,13,4,6
1792,WWE 2K14,2013,5,3,1
1793,Alien: Isolation,2014,11,9,7
1794,Yakuza 3,2009,6,9,9
1795,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),2005,9,1,4
1796,The Beatles: Rock Band,2009,6,32,6
1797,Dragon Age II,2011,5,8,9
1798,Moon Patrol,1982,16,11,7
1799,Supercar Street Challenge,2001,7,5,3
1800,Pilotwings 64,1996,12,1,8
1801,Crackdown 2,2010,5,2,7
1802,Final Fantasy XIV: A Realm Reborn,2013,6,17,4
1803,Castlevania: Lords of Shadow,2010,6,15,9
1804,Rocksmith,2011,5,6,6
1805,Disney Infinity 2.0: Marvel Super Heroes,2014,5,32,9
1806,SOCOM: U.S. Navy SEALs Fireteam Bravo,2005,17,4,7
1807,Call Of Duty 2: Big Red One,2005,14,5,7
1808,Yoshi's Cookie,1992,2,1,5
1809,Guitar Hero 5,2009,7,5,6
1810,Worldwide Soccer Manager 2008,2007,15,93,1
1811,Spider-Man 2,2004,14,5,9
1812,Counter-Strike,2003,14,2,7
1813,Mad Max (2015),2015,11,20,9
1814,Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions),2007,7,5,9
1815,GRID,2008,6,36,3
1816,Guitar Hero Encore: Rocks The 80s,2007,7,23,6
1817,Sunset Overdrive,2014,18,2,7
1818,Tom Clancy's Splinter Cell: Chaos Theory,2005,14,6,9
1819,Donkey Kong Jr.,1983,2,1,2
1820,Arc the Lad,1995,13,4,4
1821,NBA Jam Tournament Edition,1994,21,31,1
1822,Need for Speed: ProStreet,2007,1,8,3
1823,Pikmin 3,2013,20,1,12
1824,Legend of Mana,1999,13,10,4
1825,Lumines: Puzzle Fusion,2004,17,6,5
1826,Toy Story 3: The Video Game,2010,6,32,9
1827,Guitar Hero 5,2009,6,5,6
1828,Megamania,1981,16,5,7
1829,Medal of Honor: Airborne,2007,5,8,7
1830,The Legend of Zelda: Tri Force Heroes,2015,10,1,9
1831,Jungle Hunt,1982,16,11,2
1832,Triple Play 98,1997,13,8,1
1833,LEGO The Lord of the Rings,2012,6,20,9
1834,Petz Dogz 2,2007,4,6,8
1835,WWE SmackDown vs. Raw 2011,2010,6,29,10
1836,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,1999,3,15,12
1837,Lode Runner,1984,2,69,5
1838,The Final Fantasy Legend,1989,3,10,4
1839,Famicom Jump: Eiyuu Retsuden,1989,2,26,4
1840,F-Zero X,1998,12,1,3
1841,Popeye,1983,2,1,2
1842,NERF N-Strike,2008,1,8,7
1843,NBA Live 2001,2001,7,8,1
1844,SingStar Legends,2006,7,4,6
1845,SingStar Rocks!,2006,7,4,6
1846,Tales of Symphonia,2003,19,1,4
1847,Untold Legends: Brotherhood of the Blade,2005,17,5,4
1848,Star Ocean: The Second Story,1998,13,4,4
1849,Lightning Returns: Final Fantasy XIII,2013,6,17,4
1850,Star Wars: The Force Unleashed,2008,17,18,9
1851,Imagine: Babysitters,2008,4,6,8
1852,The Simpsons Game,2007,17,8,9
1853,Yakuza 2,2006,7,9,11
1854,Skate 2,2009,5,8,1
1855,Dragon Ball Z: The Legacy of Goku II,2003,9,11,4
1856,Virtua Fighter 5,2007,6,9,10
1857,NFL 2K1,2000,22,9,1
1858,BeatMania,1998,13,15,8
1859,Namco Museum Battle Collection,2005,17,4,6
1860,LEGO Star Wars II: The Original Trilogy,2006,4,18,9
1861,Madden NFL 2004,2003,14,8,1
1862,Empire: Total War,2009,15,9,12
1863,The Godfather,2006,7,8,9
1864,Tiger Woods PGA Tour 10,2009,1,8,1
1865,Star Wars: Bounty Hunter,2002,7,18,7
1866,Densha De Go!,1997,13,94,8
1867,Dante's Inferno,2010,6,8,9
1868,Sonic & Sega All-Stars Racing,2010,4,9,3
1869,Skylanders Giants,2012,6,5,9
1870,Endless Ocean,2007,1,1,11
1871,NFL Blitz 2000,1998,13,40,1
1872,Sonic Free Riders,2010,5,9,3
1873,NASCAR Thunder 2004,2003,7,8,3
1874,Prince of Persia,2008,6,6,9
1875,SpongeBob SquarePants: Revenge of the Flying Dutchman,2002,7,29,2
1876,Grand Theft Auto V,2015,15,3,9
1877,The Biggest Loser,2009,1,29,1
1878,Fisherman's Bass Club,2002,7,95,1
1879,MySims Agents,2009,4,8,11
1880,Resident Evil: The Darkside Chronicles,2009,1,13,9
1881,NCAA Football 13,2012,5,8,9
1882,Grand Theft Auto: Chinatown Wars,2009,17,3,9
1883,FIFA Soccer 11,2010,1,8,1
1884,The Orange Box,2007,6,8,7
1885,Joust,1982,16,11,2
1886,Tomb Raider: Underworld,2008,5,22,9
1887,Tom Clancy's Ghost Recon 2,2004,7,6,7
1888,DiRT 3,2011,6,36,3
1889,LEGO City Undercover,2013,20,1,2
1890,Spore Creatures,2008,4,8,8
1891,Ready 2 Rumble Boxing,1998,13,40,1
1892,Dragon Ball Z: Taiketsu,2003,9,11,10
1893,Disney's Lilo & Stitch,2002,9,6,2
1894,Star Fox: Assault,2005,19,1,7
1895,Naruto: Ultimate Ninja Storm,2008,6,26,10
1896,Marvel vs. Capcom 3: Fate of Two Worlds,2011,5,13,10
1897,NCAA Football 14,2013,5,8,1
1898,Doko Demo Issyo,1999,13,4,6
1899,Call of Duty 3,2006,7,5,7
1900,Imagine: Fashion Designer New York,2008,4,6,8
1901,Red Dead Redemption: Undead Nightmare,2010,5,3,9
1902,Bully: Scholarship Edition,2008,5,3,9
1903,Virtua Fighter,1994,24,9,10
1904,Championship Manager 99/00,1999,15,22,1
1905,WWE SmackDown vs. Raw 2010,2009,7,29,10
1906,Pro Evolution Soccer 2008,2007,5,15,1
1907,Super Princess Peach,2005,4,1,2
1908,NHL 99,1997,13,8,1
1909,SoulCalibur III,2005,7,26,10
